MSOA21CD,MSOA21NM,borough_name,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
E02000876,Tower Hamlets 013,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000877,Tower Hamlets 014,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000878,Tower Hamlets 015,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000879,Tower Hamlets 016,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000880,Tower Hamlets 017,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000881,Tower Hamlets 018,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000882,Tower Hamlets 019,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000883,Tower Hamlets 020,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000884,Tower Hamlets 021,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000885,Tower Hamlets 022,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000886,Tower Hamlets 023,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000887,Tower Hamlets 024,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000888,Tower Hamlets 025,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000889,Tower Hamlets 026,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000890,Tower Hamlets 027,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000893,Tower Hamlets 030,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000894,Tower Hamlets 031,Tower Hamlets,1.1292273866448883,1.0651279973368983,1.0302439494973363,1.003703779525885,0.9931942843207484,1.045561760611343,1.2627981763815883,1.4926824398982637,1.6640594265526538,1.5960506784959072,1.4864525099390722,1.454196320874835,1.4578254353332871,1.4761339620505691,1.583804019746252,1.7394215761417458,1.7193460442855393,1.6887547069927542,1.5817797143967338,1.4290302274449678,1.3063545164821924,1.261356266360821,1.2815498898844682,1.2528870963485637
E02000895,Waltham Forest 001,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000896,Waltham Forest 002,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000897,Waltham Forest 003,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000898,Waltham Forest 004,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000899,Waltham Forest 005,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000900,Waltham Forest 006,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000901,Waltham Forest 007,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000902,Waltham Forest 008,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000903,Waltham Forest 009,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000904,Waltham Forest 010,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000905,Waltham Forest 011,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000906,Waltham Forest 012,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000907,Waltham Forest 013,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000908,Waltham Forest 014,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000909,Waltham Forest 015,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000910,Waltham Forest 016,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000911,Waltham Forest 017,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000912,Waltham Forest 018,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000913,Waltham Forest 019,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000914,Waltham Forest 020,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000915,Waltham Forest 021,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000916,Waltham Forest 022,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000917,Waltham Forest 023,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000918,Waltham Forest 024,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000919,Waltham Forest 025,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000920,Waltham Forest 026,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000921,Waltham Forest 027,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000922,Waltham Forest 028,Waltham Forest,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000923,Wandsworth 001,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000925,Wandsworth 003,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000926,Wandsworth 004,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000927,Wandsworth 005,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000928,Wandsworth 006,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000929,Wandsworth 007,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000930,Wandsworth 008,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000931,Wandsworth 009,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000932,Wandsworth 010,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000933,Wandsworth 011,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000934,Wandsworth 012,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000935,Wandsworth 013,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000936,Wandsworth 014,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000937,Wandsworth 015,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000938,Wandsworth 016,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000939,Wandsworth 017,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000940,Wandsworth 018,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000941,Wandsworth 019,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000942,Wandsworth 020,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000943,Wandsworth 021,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000944,Wandsworth 022,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000945,Wandsworth 023,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000946,Wandsworth 024,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000947,Wandsworth 025,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000948,Wandsworth 026,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000949,Wandsworth 027,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000950,Wandsworth 028,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
E02000951,Wandsworth 029,Wandsworth,1.0882923569337757,1.0511157116798406,1.0291343410803628,1.0088538771558333,1.003108394004568,1.0407803378797955,1.295960063536462,1.711581066497165,1.8891620617595395,1.6966888614542983,1.5995401886647633,1.570023052393862,1.5771801595664556,1.566125092971735,1.5789438448835917,1.6959348148788145,1.7425176679835117,1.7466801740365054,1.6464727431547892,1.4835712627967943,1.3451471843926106,1.2745119632191209,1.2321420144657167,1.1712396748996778
